area_id,campaign,name_fr,name_en,name_source,name_strref,name_confidence,location_group,accessible_from,resolution_x1,resolution_x1_mpx,split_seedvr,map_variants_count,workload_mpx,workload_done_mpx,x1_tuiles_principales,x1_tuiles_secondaires,runs,build,status,has_night_variant,x1_tuiles_principales_nuit,x1_tuiles_secondaires_nuit,runs_nuit,build_nuit,status_nuit,spline_fit_1_0,notes
AR0306,SoA,,Renal Bloodscalp's Hideout,BGEE.LUA-cheatAreas,AR0306,confirmed,,AR0300;AR0305,21x17 tuiles (1344x1088px),1.46,1 - direct,1,1.46,1.46,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,Voleurs de l'Ombre - Renal Bloodscalp's Hideout; SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-direct-x4); 0 tuile hors limites; DXT1 automatique (zone opaque) (4 pages 2048); PSNR 38.83 dB; injection SHA validee (0 divergence); QA en jeu validee par l'utilisateur le 2026-08-19.
AR0307,SoA,,Aran Linvail's Hideout,BGEE.LUA-cheatAreas,AR0307,confirmed,,AR0300;AR0305,80x50 tuiles (5120x3200px),16.38,10 - --split-grid 2 5,2,32.76,32.76,yes,yes,seedvr2-7b-int8-lab-grid-2x5-x4,yes,validated-installed,no,,,,,,,"Cas particulier - Voleurs de l'Ombre - Aran Linvail's Hideout, plus grande zone interieure traitee a ce jour (80x50 tuiles, 16.38 Mpx x1), grille 2x5, 39 pages; upscale secondaire repris en arriere-plan apres coupure du client sur timeout (job ComfyUI poursuivi cote serveur, aucune perte); SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-grid-2x5-x4); 0 tuile hors limites; DXT1 automatique (zone opaque) (39 pages 2048); PSNR 42.26 dB; injection SHA validee (0 divergence); QA en jeu validee par l'utilisateur le 2026-08-19."
AR0308,SoA,,Harper's 1st Floor,BGEE.LUA-cheatAreas,AR0308,confirmed,,AR0300;AR0309,28x22 tuiles (1792x1408px),2.52,2 - --split-rows,2,5.04,5.04,yes,yes,seedvr2-7b-int8-lab-split-rows-x4,yes,validated-installed,no,,,,,,,"Repaire des Harpistes - 1st Floor, deux morceaux --split-rows; SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-split-rows-x4); 0 tuile hors limites; DXT1 automatique (zone opaque) (7 pages 2048); PSNR 37.63 dB; injection SHA validee (0 divergence); QA en jeu validee par l'utilisateur le 2026-08-19."
AR0309,SoA,,Harper's 2nd Floor,BGEE.LUA-cheatAreas,AR0309,confirmed,,AR0300;AR0308,30x22 tuiles (1920x1408px),2.70,2 - --split-rows,2,5.40,5.40,yes,yes,seedvr2-7b-int8-lab-split-rows-x4,yes,validated-installed,no,,,,,,,"Repaire des Harpistes - 2nd Floor, deux morceaux --split-rows; SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-split-rows-x4); 0 tuile hors limites; DXT1 automatique (zone opaque) (8 pages 2048); PSNR 40.41 dB; injection SHA validee (0 divergence); QA en jeu validee par l'utilisateur le 2026-08-19. Zone contient des animations (BAM) non traitees par le pipeline de decors (upscale differe, cf. README.md section ""Animations de decor"" et animations/README.md) : a reprendre quand le pipeline BAM sera disponible."
AR0310,SoA,,Pirates' Hideout in Sea Bounty Tavern,BGEE.LUA-cheatAreas,AR0310,confirmed,,AR0313,20x15 tuiles (1280x960px),1.23,1 - direct,2,2.46,2.46,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,"Fortune de Mer - Pirates' Hideout, marais WTSWAM stock (overlay_policy keep-stock), --transparent-full-water-base --soften-water-contours; SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-direct-x4); 0 tuile hors limites; DXT5 (alpha des contours de marais) (5 pages 2048); PSNR 38.56 dB; injection SHA validee (0 divergence); QA en jeu validee par l'utilisateur le 2026-08-19. Crenelage leger signale par l'utilisateur en QA, ajoute au suivi de pipeline/PROBLEMES_A_RESOUDRE.md (section AR0604/AR0413) sans bloquer la validation."
AR0311,SoA,Maison de Gaelan Bayle (rez-de-chaussée),Gaelan Bayle's House (Ground Floor),area-list,AR0311,confirmed,gaelan-bayle-home,AR0312;AR0400,13x10 tuiles (832x640px),0.53,1 - direct,1,0.53,0.53,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,"Identification visuelle utilisateur le 2026-08-18, recoupee avec le contenu connu de la zone (Gaelan Bayle, marchand rencontre a la Couronne de Cuivre AR0406) ; pixel-identique au rendu d'AR0415 (template generique reutilise hors Bas Quartiers, accessible depuis AR0300 sans rapport de contenu). SeedVR2 7B INT8 x4/LAB direct sans decoupe; 0 tuile hors limites; PSNR 38.62 dB; DXT1 automatique (zone opaque); injection SHA validee (0 divergence); QA en jeu validee par l'utilisateur le 2026-08-18."
AR0312,SoA,Maison de Gaelan Bayle (1er étage),Gaelan Bayle's House (Upper Floor),area-list,AR0312,confirmed,gaelan-bayle-home,AR0311,13x10 tuiles (832x640px),0.53,1 - direct,1,0.53,0.53,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,"Identification visuelle utilisateur le 2026-08-18, cf. note AR0311. SeedVR2 7B INT8 x4/LAB direct sans decoupe; 0 tuile hors limites; PSNR 40.02 dB; DXT1 automatique (zone opaque); injection SHA validee (0 divergence); QA en jeu validee par l'utilisateur le 2026-08-18."
AR0313,SoA,,Sea Bounty Tavern 1st Floor,BGEE.LUA-cheatAreas,AR0313,confirmed,,AR0300;AR0310;AR0314,15x12 tuiles (960x768px),0.74,1 - direct,2,1.48,1.48,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,Fortune de Mer - Sea Bounty Tavern 1st Floor; SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-direct-x4); 0 tuile hors limites; DXT1 automatique (zone opaque) (2 pages 2048); PSNR 39.01 dB; injection SHA validee (0 divergence); QA en jeu validee par l'utilisateur le 2026-08-19.
AR0314,SoA,,Sea Bounty Tavern 2nd Floor,BGEE.LUA-cheatAreas,AR0314,confirmed,,AR0300;AR0313,16x13 tuiles (1024x832px),0.85,1 - direct,1,0.85,0.85,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,Fortune de Mer - Sea Bounty Tavern 2nd Floor; SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-direct-x4); 0 tuile hors limites; DXT1 automatique (zone opaque) (3 pages 2048); PSNR 38.51 dB; injection SHA validee (0 divergence); QA en jeu validee par l'utilisateur le 2026-08-19.
AR0315,SoA,,Living Room (Favour for Edwin -- Mae'Var Plot),BGEE.LUA-cheatAreas,AR0315,confirmed,,AR0300;AR0316,13x10 tuiles (832x640px),0.53,1 - direct,1,0.53,0.53,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,"Faveur pour Edwin (intrigue Mae'Var) - Living Room; SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-direct-x4); 0 tuile hors limites; DXT1 automatique (zone opaque) (2 pages 2048); PSNR 40.70 dB; injection SHA validee (0 divergence); QA en jeu validee par l'utilisateur le 2026-08-19. Crenelage leger signale par l'utilisateur en QA, ajoute au suivi de pipeline/PROBLEMES_A_RESOUDRE.md (section AR0604/AR0413) sans bloquer la validation."
AR0316,SoA,,Sleeping Room (Favour for Edwin -- Mae'Var Plot),BGEE.LUA-cheatAreas,AR0316,,,AR0315;AR0317,16x13 tuiles (1024x832px),0.85,1 - direct,1,0.85,0.85,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,Faveur pour Edwin (intrigue Mae'Var) - Sleeping Room; SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-direct-x4); 0 tuile hors limites; DXT1 automatique (zone opaque) (3 pages 2048); PSNR 38.14 dB; injection SHA validee (0 divergence); QA en jeu validee par l'utilisateur le 2026-08-19.
AR0317,SoA,,Sleeping Room (Favour for Edwin -- Mae'Var Plot),BGEE.LUA-cheatAreas,AR0317,,,AR0316,16x13 tuiles (1024x832px),0.85,1 - direct,1,0.85,0.85,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,Faveur pour Edwin (intrigue Mae'Var) - Sleeping Room; SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-direct-x4); 0 tuile hors limites; DXT1 automatique (zone opaque) (3 pages 2048); PSNR 38.10 dB; injection SHA validee (0 divergence); QA en jeu validee par l'utilisateur le 2026-08-19.
AR0318,SoA,,Storage Room,BGEE.LUA-cheatAreas,AR0318,confirmed,,AR0300,15x12 tuiles (960x768px),0.74,1 - direct,1,0.74,0.74,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,Reserve - Storage Room; SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-direct-x4); 0 tuile hors limites; DXT1 automatique (zone opaque) (3 pages 2048); PSNR 40.96 dB; injection SHA validee (0 divergence); QA en jeu validee par l'utilisateur le 2026-08-19.
AR0319,SoA,,Temple of Oghma,BGEE.LUA-cheatAreas,AR0319,confirmed,,AR0300,13x10 tuiles (832x640px),0.53,1 - direct,1,0.53,0.53,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,Temple d'Oghma -  SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-direct-x4); 0 tuile hors limites; DXT1 automatique (zone opaque) (2 pages 2048); PSNR 37.91 dB; injection SHA validee (0 divergence); QA en jeu validee par l'utilisateur le 2026-08-19.
AR0325,SoA,,Corthala House 1st Floor,BGEE.LUA-cheatAreas,AR0325,confirmed,,AR0300,13x10 tuiles (832x640px),0.53,1 - direct,1,0.53,0.53,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,Maison Corthala - 1st Floor; SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-direct-x4); 0 tuile hors limites; DXT1 automatique (zone opaque) (2 pages 2048); PSNR 39.38 dB; injection SHA validee (0 divergence); QA en jeu validee par l'utilisateur le 2026-08-19.
AR0330,SoA,,House 1st Floor (Kangaxx),BGEE.LUA-cheatAreas,AR0330,confirmed,,AR0300;AR0331,14x10 tuiles (896x640px),0.57,1 - direct,1,0.57,0.57,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,Maison (intrigue Kangaxx) - 1st Floor; SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-direct-x4); 0 tuile hors limites; DXT1 automatique (zone opaque) (2 pages 2048); PSNR 38.82 dB; injection SHA validee (0 divergence); QA en jeu validee par l'utilisateur le 2026-08-19.
AR0331,SoA,,House Cellar (Kangaxx),BGEE.LUA-cheatAreas,AR0331,confirmed,,AR0330,18x15 tuiles (1152x960px),1.11,1 - direct,1,1.11,1.11,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,Maison (intrigue Kangaxx) - House Cellar; SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-direct-x4); 0 tuile hors limites; DXT1 automatique (zone opaque) (5 pages 2048); PSNR 39.80 dB; injection SHA validee (0 divergence); QA en jeu validee par l'utilisateur le 2026-08-19.
AR0332,SoA,,Barracks in the Docks,BGEE.LUA-cheatAreas,AR0332,,,AR0300,14x11 tuiles (896x704px),0.63,1 - direct,1,0.63,0.63,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,Caserne - Barracks in the Docks; SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-direct-x4); 0 tuile hors limites; DXT1 automatique (zone opaque) (2 pages 2048); PSNR 39.18 dB; injection SHA validee (0 divergence); QA en jeu validee par l'utilisateur le 2026-08-19.
AR0334,SoA,,Cromwell's Shop,BGEE.LUA-cheatAreas,AR0334,confirmed,,AR0300,15x12 tuiles (960x768px),0.74,1 - direct,1,0.74,0.74,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,Boutique de Cromwell -  SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-direct-x4); 0 tuile hors limites; DXT1 automatique (zone opaque) (2 pages 2048); PSNR 40.39 dB; injection SHA validee (0 divergence); QA en jeu validee par l'utilisateur le 2026-08-19.
AR0335,SoA,,Sleeping Room,BGEE.LUA-cheatAreas,AR0335,confirmed,,AR0300,13x10 tuiles (832x640px),0.53,1 - direct,1,0.53,0.53,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,Chambre (non identifiee) - Sleeping Room; SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-direct-x4); 0 tuile hors limites; DXT1 automatique (zone opaque) (2 pages 2048); PSNR 40.02 dB; injection SHA validee (0 divergence); QA en jeu validee par l'utilisateur le 2026-08-19.
AR0400,SoA,Les bas quartiers,Slums,WORLDMAP,20935,official,,worldmap,60x48 tuiles (3840x3072px),11.80,8 - --split-grid 2 4,4,47.20,47.20,yes,yes,seedvr2-7b-int8-lab-grid-2x4-x4-jour,yes,validated-installed,yes,yes,yes,seedvr2-7b-int8-lab-grid-2x4-x4-nuit,yes,validated-installed,,"Zone sans eau ni alpha, WED jour/nuit ; SeedVR2 7B INT8 LAB x4 grille 2x4 (huit morceaux). Jour et nuit upscales en entier (principale+secondaire, 0 resample, 0 OOB), DXT1 automatique (zone opaque). Jour PSNR 34.07 dB, nuit PSNR 37.56 dB. Premiere installation pour cette zone (jour et nuit). Injecte le 2026-08-17, backups horodates dans backups/maps/AR0400-*/ et AR0400N-*/. QA en jeu validee jour et nuit par l'utilisateur le 2026-08-17."
AR0401,SoA,Maison Jansen (cave),Jansen Home (Cellar),area-list,AR0401,confirmed,jansen-home,AR0402,13x11 tuiles (832x704px),0.59,1 - direct,1,0.59,0.59,yes,yes,upscale-01,yes,validated-installed,no,,,,,,,"Maison Jansen, cave - SeedVR2 7B/LAB x4 direct (pas de decoupe, pas de cellule secondaire WED); 101 tuiles upscalees, 0 reechantillonnee, 0 OOB; DXT1 automatique (zone opaque); PSNR 37.13 dB; injection SHA validee (0 divergence, 4 fichiers); QA en jeu validee par l'utilisateur le 2026-08-19."
AR0402,SoA,Maison Jansen (rez-de-chaussée),Jansen Home (Ground Floor),area-list,AR0402,confirmed,jansen-home,AR0400;AR0401;AR0403,14x11 tuiles (896x704px),0.63,1 - direct,1,0.63,0.63,yes,yes,upscale-01,yes,validated-installed,no,,,,,,,"Maison Jansen, rez-de-chaussee - SeedVR2 7B/LAB x4 direct (pas de decoupe, pas de cellule secondaire WED); 111 tuiles upscalees, 0 reechantillonnee, 0 OOB; DXT1 automatique (zone opaque); PSNR 39.01 dB; injection SHA validee (0 divergence, 4 fichiers); QA en jeu validee par l'utilisateur le 2026-08-19."
AR0403,SoA,Maison Jansen (étage),Jansen Home (Upper Floor),area-list,AR0403,confirmed,jansen-home,AR0402,14x11 tuiles (896x704px),0.63,1 - direct,1,0.63,0.63,yes,yes,upscale-01,yes,validated-installed,no,,,,,,,"Maison Jansen, etage - SeedVR2 7B/LAB x4 direct (pas de decoupe, pas de cellule secondaire WED); 111 tuiles upscalees, 0 reechantillonnee, 0 OOB; DXT1 automatique (zone opaque); PSNR 37.73 dB; injection SHA validee (0 divergence, 4 fichiers); QA en jeu validee par l'utilisateur le 2026-08-19."
AR0404,SoA,Égouts des Bas Quartiers,Slums Sewers,area-list,AR0404,confirmed,slums-sewers,AR0405;AR0406;AR0418,51x47 tuiles (3264x3008px),9.82,6 - --split-grid 2 3,2,19.64,19.64,yes,yes,upscale-01,yes,installed-pending-qa,no,,,,,,,"SeedVR2 7B/LAB x4 grille 2x3; primaire et secondaire inferes; 996 tuiles upscalees, 0 reechantillonnee, 0 OOB; DXT5 (liquide WTSEW); PSNR 44.81 dB; injection SHA validee (0 divergence, 22 fichiers). Overlay WTSEW classe keep-stock (comme WTSWAM/WTOIL), 140 cellules liquides, 2 bases opaques liberees via --transparent-full-water-base. QA en jeu validee par l'utilisateur le 2026-08-18 ; contraste de nettete overlay/sol note comme cosmetique, voir PROBLEMES_A_RESOUDRE.md. QA en jeu du 2026-08-23 : non validee, l'eau d'egout WTSEW apparait trop claire et trop propre. L'asset stock a ete confirme sombre gris-vert ; un test de grade sewage brun-olive avec ecume et reflets reduits est installe. Verification ingame requise avant revalidation. Audit provenance P0 du 2026-08-30 : le run map scelle exact est upscale-01, restaure sans modification depuis archive-post-release-20260827 (58 fichiers, 337497852 octets). Ses 22 fichiers de build ont des SHA-256 identiques aux deux payloads historiques et a l'installation observee ; l'ancien libelle seedvr2-7b-int8-lab-grid-2x3-x4 ne correspondait a aucun dossier de run. Le grade sewage est un correctif moteur separe, sans modification de la map ni de WTSEW. Statut conserve installed-pending-qa par prudence ; aucune promotion release sans nouvelle QA explicite."
AR0405,SoA,Repaire des esclavagistes,Slaver Stockade,area-list,AR0405,confirmed,,AR0400;AR0404,44x33 tuiles (2816x2112px),5.95,4 - --split-grid 2 2,2,11.90,11.90,yes,yes,upscale-01,yes,validated-installed,no,,,,,,,"Repaire des esclavagistes (Slaver Stockade) - SeedVR2 7B/LAB x4, grille 2x2 (quatre morceaux); primaire et secondaire inferees; 1474 tuiles upscalees, 0 reechantillonnee, 0 OOB; DXT1 automatique (zone opaque); PSNR 36.23 dB; couture maximale 3.10 sigma (comparable a la reference validee AR0602 a 3.19 sigma, seuil non calibre sur cette methode); injection SHA validee (0 divergence, 32 fichiers); QA en jeu validee par l'utilisateur le 2026-08-19."
AR0406,SoA,Couronne de Cuivre,Copper Coronet,area-list,AR0406,confirmed,,AR0400;AR0404,61x36 tuiles (3904x2304px),8.99,6 - --split-grid 2 3,2,17.98,17.98,yes,yes,seedvr2-7b-int8-lab-grid-2x4-x4-main-test,yes,validated-installed,no,,,,,,,"Couronne de cuivre — SeedVR2 7B/LAB x4 en grille 2x4; primaire et 131 secondaires inférées; 1342 tuiles upscalées, 0 rééchantillonnée, 0 OOB; DXT1 automatique (zone opaque); PSNR 40.96 dB, couture maximale 0.033 sigma. Incident 2026-08-18 : AR0406.TIS et les 28 A0406xx.PVRZ etaient absents d'override malgre un premier statut validated-installed errone (QA anterieure portait donc sur un override sans ce build) ; build officiel x4-7b-primary-secondary-dxt1-official recopie dans override le 2026-08-18, 0 divergence SHA-256 sur 29 fichiers. QA en jeu revalidee par l'utilisateur le 2026-08-18 apres relance via InfinityLoader.exe."
AR0407,SoA,,Prebek's House,BGEE.LUA-cheatAreas,AR0407,confirmed,,AR0300,13x10 tuiles (832x640px),0.53,1 - direct,1,0.53,0.53,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,Maison de Prebek -  SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-direct-x4); 0 tuile hors limites; DXT1 automatique (zone opaque) (2 pages 2048); PSNR 40.36 dB; injection SHA validee (0 divergence); QA en jeu validee par l'utilisateur le 2026-08-19.
AR0408,SoA,Temple d'Ilmater (accès Bas Quartiers),Temple of Ilmater (Slums access),area-list,AR0408,confirmed,,AR0400,13x10 tuiles (832x640px),0.53,1 - direct,2,1.06,1.06,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,"Zone avec eau (WTPOOL) et secondaires (10 vasques) ; SeedVR2 7B INT8 x4/LAB direct sans decoupe; 0 tuile hors limites; PSNR 36.27 dB; DXT5 (alpha); alpha bilineaire restaure sur primaire+secondaire; injection SHA validee (0 divergence, zone + overlay global WTPOOL reinstalle). WTPOOL.TIS/WPOOL00.PVRZ etaient absents d'override (meme symptome que l'incident AR0406) : reinstalles depuis technical-overlays/WTPOOL avant le build. QA en jeu validee par l'utilisateur le 2026-08-18, sauf animation de cycle WTPOOL figee : voir pipeline/PROBLEMES_A_RESOUDRE.md."
AR0409,SoA,Maison délabrée de Ployer,Derelict Home (Ployer's House),area-list,AR0409,confirmed,,AR0400,13x10 tuiles (832x640px),0.53,1 - direct,1,0.53,0.53,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,SeedVR2 7B INT8 x4/LAB direct sans decoupe; 0 tuile hors limites; PSNR 38.50 dB; DXT1 automatique (zone opaque); injection SHA validee (0 divergence); QA en jeu validee par l'utilisateur le 2026-08-18.
AR0410,SoA,Sphère Planaire — salle de navigation,Planar Sphere — Navigator's Room,area-list,AR0410,confirmed,planar-sphere,AR0411;AR0419;AR0420,23x18 tuiles (1472x1152px),1.70,1 - direct,2,3.40,3.40,yes,yes,upscale-01,yes,validated-installed,no,,,,,,,"Sphere Planaire, salle de navigation - SeedVR2 7B/LAB x4 direct (pas de decoupe); 328 tuiles upscalees, 0 reechantillonnee, 0 OOB; DXT1 automatique (zone opaque); PSNR 39.63 dB; injection SHA validee (0 divergence, 8 fichiers); QA en jeu validee par l'utilisateur le 2026-08-19."
AR0411,SoA,Sphère Planaire — niveau d'entrée,Planar Sphere — Entrance Level,area-list,AR0411,confirmed,planar-sphere,AR0400;AR0410;AR0412;AR0414,58x51 tuiles (3712x3264px),12.12,8 - --split-grid 2 4,2,24.24,24.24,yes,yes,upscale-01,yes,validated-installed,no,,,,,,,"Sphere Planaire, niveau d'entree - SeedVR2 7B/LAB x4, grille 2x4 (huit morceaux); primaire et secondaire inferees; 3110 tuiles upscalees, 0 reechantillonnee, 0 OOB; DXT1 automatique (zone opaque); PSNR 36.28 dB; couture maximale 2.69 sigma; injection SHA validee (0 divergence, 65 fichiers); QA en jeu validee par l'utilisateur le 2026-08-19."
AR0412,SoA,Sphère Planaire — 2e niveau,Planar Sphere — 2nd Level,area-list,AR0412,confirmed,planar-sphere,AR0411;AR0413,40x30 tuiles (2560x1920px),4.92,4 - --split-grid 2 2,2,9.84,9.84,yes,yes,upscale-01,yes,validated-installed,no,,,,,,,"Sphere Planaire, 2e niveau - SeedVR2 7B/LAB x4, grille 2x2 (quatre morceaux); primaire et secondaire inferees; 734 tuiles upscalees, 0 reechantillonnee, 0 OOB; DXT1 automatique (zone opaque); PSNR 40.93 dB; couture maximale 1.74 sigma; injection SHA validee (0 divergence, 16 fichiers); QA en jeu validee par l'utilisateur le 2026-08-19."
AR0413,SoA,Sphère Planaire — salle des machines,Planar Sphere — Engine Room,area-list,AR0413,confirmed,planar-sphere,AR0412,27x22 tuiles (1728x1408px),2.43,2 - --split-rows,2,4.86,4.86,yes,yes,upscale-01;wtoil-family-definitive,yes,validated-installed,no,,,,,,,"SeedVR2 7B/LAB x4 en deux bandes; primaire et secondaire inférées, alpha x1 restauré; WTOIL stock classé Oil par la DLL. 576 cellules liquides, 283 bases opaques libérées, 0 OOB, PSNR 39.10 dB. Delta TIS ciblé de 12 sentinelles noires, sans PVRZ modifiée; QA en jeu validée par l'utilisateur le 2026-08-19. Voir docs/archive/map-cases/AR0413_WTOIL_CASE.md. Contour d'eau lissé par spline périodique fit_error=1.0 (build actif : wtoil-family-definitive/05_build/x4-alpha-release-installed-spline-fit1.0/) ; 209 anneaux primaires + 230 secondaires vectorisés, 0 OOB, PSNR 38.97 dB ; QA en jeu validée par l'utilisateur le 2026-08-24. Voir pipeline/SPLINE_ALPHA_MASK_PIPELINE.md."
