item_resref,item_type,item_type_symbol,visual_layer,animation_code_raw_hex,animation_code,animation_code_valid,body_armor_code,source_bif,locator,source_sha256,candidate_family_count,compatible_animation_count,compatible_animation_ids,candidate_bam_prefixes,resolved_bam_prefixes,unresolved_bam_prefixes,pipeline_ready_prefixes,override_collision,blocker
AX1H11,25,AXE,weapon,4158,AX,yes,,data/Items.bif,0x00100045,3B891BAE8F88FA351B0FC85AE72492FDA9E53D66C5B9A358DE716EE2674ACB3C,78,78,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315;0x6500;0x6510,WQLAX;WQMAX;WQNAX;WQSAX,WQLAX;WQMAX;WQNAX;WQSAX,,WQLAX;WQMAX;WQNAX;WQSAX,no,
AX1H12,25,AXE,weapon,4158,AX,yes,,data/Items.bif,0x00100046,CF4CAC9557809AD75E9CE5991B20DD7A9FD423E93F4908AF511809E475AC2DB4,78,78,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315;0x6500;0x6510,WQLAX;WQMAX;WQNAX;WQSAX,WQLAX;WQMAX;WQNAX;WQSAX,,WQLAX;WQMAX;WQNAX;WQSAX,no,
AX1H13,25,AXE,weapon,4158,AX,yes,,data/Items.bif,0x00100047,5585FFD0933148F5EE6BEBA2B8435182E069B9F101141CE9C5AAEF9B2EEF8855,78,78,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315;0x6500;0x6510,WQLAX;WQMAX;WQNAX;WQSAX,WQLAX;WQMAX;WQNAX;WQSAX,,WQLAX;WQMAX;WQNAX;WQSAX,no,
AX1H14,25,AXE,weapon,4158,AX,yes,,data/25Items.bif,0x08400009,6693429EED6B3A2CB8D814EAF343727E07FBA83EB180334CD7774A39FDB82418,78,78,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315;0x6500;0x6510,WQLAX;WQMAX;WQNAX;WQSAX,WQLAX;WQMAX;WQNAX;WQSAX,,WQLAX;WQMAX;WQNAX;WQSAX,no,
AX1H15,25,AXE,weapon,4158,AX,yes,,data/25Items.bif,0x0840000A,7126371195263EC27893C1A562C4F6F36F76FCE8EF2389B2B3E009C0E7AF6E9C,78,78,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315;0x6500;0x6510,WQLAX;WQMAX;WQNAX;WQSAX,WQLAX;WQMAX;WQNAX;WQSAX,,WQLAX;WQMAX;WQNAX;WQSAX,no,
AX1H16,25,AXE,weapon,4158,AX,yes,,data/25Items.bif,0x0840000B,7E2B5A1401890BFC1A5AAE48BF7A894D379BA48BCCD56C9D060BDD460391C6D0,78,78,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315;0x6500;0x6510,WQLAX;WQMAX;WQNAX;WQSAX,WQLAX;WQMAX;WQNAX;WQSAX,,WQLAX;WQMAX;WQNAX;WQSAX,no,
AX1H17,25,AXE,weapon,4158,AX,yes,,data/25Items.bif,0x0840000C,ACDE0032DF9A071D1D7C107AFA5DBFAA6BF13EE8B6D80032DD5E7FDF339B8DF6,78,78,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315;0x6500;0x6510,WQLAX;WQMAX;WQNAX;WQSAX,WQLAX;WQMAX;WQNAX;WQSAX,,WQLAX;WQMAX;WQNAX;WQSAX,no,
B1-10,0,MISC,,2020,,no,,data/Items.bif,0x00100048,85C1DD825866C283E0061AC710A0EBC4DF6F04E38E284556A30D1E10FDB72697,0,0,,,,,,no,
B1-10M2,0,MISC,,2020,,no,,data/Items.bif,0x00100049,A368BC2090B5673EF87ACB3F8D24646FB2C30F6BAE322CBD06C401D2E0D8FA51,0,0,,,,,,no,
B1-12,0,MISC,,2020,,no,,data/Items.bif,0x0010004A,A1D2AD9F8040B48F6A62BE6548546561757BF9D4A51251EB50E4239390F4FE1C,0,0,,,,,,no,
B1-12M3,0,MISC,,2020,,no,,data/Items.bif,0x0010004B,BA0E99D97516DCCD3B7A17538D6B7F15882F0E887C9220010DC0A7EEBC4715D4,0,0,,,,,,no,
B1-12M4,0,MISC,,2020,,no,,data/Items.bif,0x0010004C,9C3CFA44D65C3BDC97CEC67F0DE90447C828B1D85A64A3641B5CF9250CDDE56D,0,0,,,,,,no,
B1-2,0,MISC,,2020,,no,,data/Items.bif,0x0010004D,C160CC9B3AE36A4748DC3C0907FF213AD4E812C635BEF37F5AA5DBC8D7320CE9,0,0,,,,,,no,
B1-20,0,MISC,,2020,,no,,data/Items.bif,0x0010004E,02EAF6E0F126652DE14C509679BEF7507B675B395AC782ABFD6B9B97CA3D6786,0,0,,,,,,no,
B1-20M3,0,MISC,,2020,,no,,data/Items.bif,0x0010004F,7A0E030CC7B80D2A5670545A9DB123068854605264DDDE59183988E84D58C6D3,0,0,,,,,,no,
B1-20M4,0,MISC,,2020,,no,,data/Items.bif,0x00100050,C21DB5773039AC0610183583B92B4B728C1ABFA71D34F8781FFA1CDD3DA6B467,0,0,,,,,,no,
B1-3,0,MISC,,2020,,no,,data/Items.bif,0x00100051,0D6020DF3ABEE72D622C0F1ED4962F2AE679A9E2AF170AE006EE9846C701F007,0,0,,,,,,no,
B1-4,0,MISC,,2020,,no,,data/Items.bif,0x00100052,D9ADF4DF0070C2BA0344D76206ADDAAA53023E6B1EF82B5D7CFF3B06B01CA51F,0,0,,,,,,no,
B1-6,0,MISC,,2020,,no,,data/Items.bif,0x00100053,C181F01227DC706BC7E93928205049101D9245D2260A39A7799806AEBA62979C,0,0,,,,,,no,
B1-8,0,MISC,,2020,,no,,data/Items.bif,0x00100054,DF2D15E0F1BF2E56A489BB96D17D3FF3D4AD50AF6CF926A79CFAF6018E0C8C9E,0,0,,,,,,no,
B1-8M1,0,MISC,,2020,,no,,data/Items.bif,0x00100055,21706C635BCAF5CE7DD13E0C781CA2C123E9280F8DBC20E31F0147A6D1BEDEF8,0,0,,,,,,no,
B1-8M2,0,MISC,,2020,,no,,data/Items.bif,0x00100056,88C51764BF96994651BFCEF596486978E56D39361FC2A29FC11707E750E563BC,0,0,,,,,,no,
B2-16,21,HAMMER,weapon,2020,,no,,data/Items.bif,0x00100057,8DE1149E2AC828C900A5702361C5CD90CDDB172AA220204EE8F4F2E64A85A869,0,0,,,,,,no,no-compatible-character-family;visual-animation-code-invalid
B2-16M3,21,HAMMER,weapon,2020,,no,,data/Items.bif,0x00100058,ADA304B571DDCAA9BA46488E8B2007DE2A97BF8EF4474DFCEF020E067DC127B4,0,0,,,,,,no,no-compatible-character-family;visual-animation-code-invalid
B2-24M3,21,HAMMER,weapon,2020,,no,,data/25Items.bif,0x0840000D,E8D4A9BD8CBAC1F4F6CF25D853A0A97482295438B4AAFBF2DF1790821A22E04C,0,0,,,,,,no,no-compatible-character-family;visual-animation-code-invalid
B2-8,0,MISC,,2020,,no,,data/Items.bif,0x00100059,1B137B6593BD69AE6F783E61172C94071DFCF71C8AA378B83A9B7C13C3EF9D34,0,0,,,,,,no,
B3-12,0,MISC,,2020,,no,,data/Items.bif,0x0010005A,60A1E4FF01CB5E1A110ADDD699D574F7681E5818B34744FE0B35E809AFB4F45B,0,0,,,,,,no,
B3-18M3,0,MISC,,2020,,no,,data/Items.bif,0x0010005B,02B789D56175FCCD3A6CE6FD0DC2809DE9DF7BA2AA1BEBD38B3162720172E707,0,0,,,,,,no,
B3-24,0,MISC,,2020,,no,,data/Items.bif,0x0010005C,8CB1605EF5FFC778B8A3D22C91B0C89FB09D647CAF8CD738C7B2BDF7B766B7EA,0,0,,,,,,no,
B3-30,0,MISC,,2020,,no,,data/Items.bif,0x0010005D,679DF43717E650084972D68FD045892CAD6861D3F223F959CEF69A988BAED7D3,0,0,,,,,,no,
B4-32,0,MISC,,2020,,no,,data/Items.bif,0x0010005E,6A85687EE95A1E613AD33DF11B86194F70C491842214BA72A3E15810EEBED2BA,0,0,,,,,,no,
B4-32M3,0,MISC,,2020,,no,,data/Items.bif,0x0010005F,72822E40DDBD764B2D369E92247CFB854FAFFA24E3752EE3210B1C960DC80AD6,0,0,,,,,,no,
B4-32M4,0,MISC,,2020,,no,,data/Items.bif,0x00100060,F0DBF559B0B5D438B9A6AE6B4498163DFD85854B8CD9EAD81CBB32C04E31F813,0,0,,,,,,no,
B4-40,0,MISC,,2020,,no,,data/Items.bif,0x00100061,CBD0A049EF91F542C7D50D4E1C904FC5EDC6FEC2D8C5D41DE6F8081760FF043E,0,0,,,,,,no,
BAG01,36,BROKEN1,,2020,,no,,data/Items.bif,0x00100062,3815A0F19DEF9929AEEFE8D2F39E5BA4B1533A0F64236DB215A4939173B88325,0,0,,,,,,no,
BAG02,36,BROKEN1,,2020,,no,,data/Items.bif,0x00100063,DE504D40A24B178596602CCEB6EB89F396A1F83B682E880C8BC8336450225C53,0,0,,,,,,no,
BAG02B,36,BROKEN1,,2020,,no,,data/Items.bif,0x00100064,DE504D40A24B178596602CCEB6EB89F396A1F83B682E880C8BC8336450225C53,0,0,,,,,,no,
BAG02C,36,BROKEN1,,2020,,no,,data/Items.bif,0x00100065,DE504D40A24B178596602CCEB6EB89F396A1F83B682E880C8BC8336450225C53,0,0,,,,,,no,
BAG02D,36,BROKEN1,,2020,,no,,data/Items.bif,0x00100066,DE504D40A24B178596602CCEB6EB89F396A1F83B682E880C8BC8336450225C53,0,0,,,,,,no,
BAG02E,36,BROKEN1,,2020,,no,,data/Items.bif,0x00100067,DE504D40A24B178596602CCEB6EB89F396A1F83B682E880C8BC8336450225C53,0,0,,,,,,no,
BAG02F,36,BROKEN1,,2020,,no,,data/Items.bif,0x00100068,DE504D40A24B178596602CCEB6EB89F396A1F83B682E880C8BC8336450225C53,0,0,,,,,,no,
BAG02G,36,BROKEN1,,2020,,no,,data/25Items.bif,0x0840000E,3E059DC83CC9F6A7EA2E0601B8A23C7A49C7BD321CD0254381B6BE38AD1799BC,0,0,,,,,,no,
BAG02H,36,BROKEN1,,2020,,no,,data/25Items.bif,0x0840000F,3E059DC83CC9F6A7EA2E0601B8A23C7A49C7BD321CD0254381B6BE38AD1799BC,0,0,,,,,,no,
BAG02I,36,BROKEN1,,2020,,no,,data/25Items.bif,0x08400010,3E059DC83CC9F6A7EA2E0601B8A23C7A49C7BD321CD0254381B6BE38AD1799BC,0,0,,,,,,no,
BAG03,36,BROKEN1,,2020,,no,,data/Items.bif,0x00100069,832C0A3DE35D9DF870AEBF57D2838948CA0805DD779F1C9E4847F9980021E891,0,0,,,,,,no,
BAG03B,36,BROKEN1,,2020,,no,,data/Items.bif,0x0010006A,832C0A3DE35D9DF870AEBF57D2838948CA0805DD779F1C9E4847F9980021E891,0,0,,,,,,no,
BAG03C,36,BROKEN1,,2020,,no,,data/Items.bif,0x0010006B,832C0A3DE35D9DF870AEBF57D2838948CA0805DD779F1C9E4847F9980021E891,0,0,,,,,,no,
BAG03D,36,BROKEN1,,2020,,no,,data/Items.bif,0x0010006C,832C0A3DE35D9DF870AEBF57D2838948CA0805DD779F1C9E4847F9980021E891,0,0,,,,,,no,
BAG03E,36,BROKEN1,,2020,,no,,data/Items.bif,0x0010006D,832C0A3DE35D9DF870AEBF57D2838948CA0805DD779F1C9E4847F9980021E891,0,0,,,,,,no,
BAG03F,36,BROKEN1,,2020,,no,,data/Items.bif,0x0010006E,832C0A3DE35D9DF870AEBF57D2838948CA0805DD779F1C9E4847F9980021E891,0,0,,,,,,no,
BAG03G,36,BROKEN1,,2020,,no,,data/25Items.bif,0x08400011,DA0C57D842D09212B3D1867D7B9B7E0D99A8D0A115E98CB443F8C151C0C483F4,0,0,,,,,,no,
BAG03H,36,BROKEN1,,2020,,no,,data/25Items.bif,0x08400012,DA0C57D842D09212B3D1867D7B9B7E0D99A8D0A115E98CB443F8C151C0C483F4,0,0,,,,,,no,
BAG03I,36,BROKEN1,,2020,,no,,data/25Items.bif,0x08400013,DA0C57D842D09212B3D1867D7B9B7E0D99A8D0A115E98CB443F8C151C0C483F4,0,0,,,,,,no,
BAG04,36,BROKEN1,,2020,,no,,data/Items.bif,0x0010006F,5772F5701854DB3D76474A3CA42210A2D1CBED0F8883BF93DBF08710AC6E80A3,0,0,,,,,,no,
BAG05,36,BROKEN1,,2020,,no,,data/25Items.bif,0x08400014,3E3A42045D6195D02E552D15ABD2AFC09E86ECD17ADBC8A3E8D025CBC48FA138,0,0,,,,,,no,
BAG06,36,BROKEN1,,2020,,no,,data/25Items.bif,0x08400015,F00F05CADC1DC940AE3671B962D7C4A3A21D83F0ABF1F02F0E65D24EB9B68ED4,0,0,,,,,,no,
BAG06B,36,BROKEN1,,2020,,no,,data/25Items.bif,0x08400016,F00F05CADC1DC940AE3671B962D7C4A3A21D83F0ABF1F02F0E65D24EB9B68ED4,0,0,,,,,,no,
BAG06C,36,BROKEN1,,2020,,no,,data/25Items.bif,0x08400017,F00F05CADC1DC940AE3671B962D7C4A3A21D83F0ABF1F02F0E65D24EB9B68ED4,0,0,,,,,,no,
BAG06D,36,BROKEN1,,2020,,no,,data/25Items.bif,0x08400018,F00F05CADC1DC940AE3671B962D7C4A3A21D83F0ABF1F02F0E65D24EB9B68ED4,0,0,,,,,,no,
BAG19,36,BROKEN1,,2020,,no,,data/25Items.bif,0x08400019,5772F5701854DB3D76474A3CA42210A2D1CBED0F8883BF93DBF08710AC6E80A3,0,0,,,,,,no,
BAG19A,36,BROKEN1,,2020,,no,,data/25Items.bif,0x0840001A,5772F5701854DB3D76474A3CA42210A2D1CBED0F8883BF93DBF08710AC6E80A3,0,0,,,,,,no,
BAG19B,36,BROKEN1,,2020,,no,,data/25Items.bif,0x0840001B,5772F5701854DB3D76474A3CA42210A2D1CBED0F8883BF93DBF08710AC6E80A3,0,0,,,,,,no,
BAG19C,36,BROKEN1,,2020,,no,,data/25Items.bif,0x0840001C,5772F5701854DB3D76474A3CA42210A2D1CBED0F8883BF93DBF08710AC6E80A3,0,0,,,,,,no,
BAG19D,36,BROKEN1,,2020,,no,,data/25Items.bif,0x0840001D,5772F5701854DB3D76474A3CA42210A2D1CBED0F8883BF93DBF08710AC6E80A3,0,0,,,,,,no,
BAG19E,36,BROKEN1,,2020,,no,,data/25Items.bif,0x0840001E,5772F5701854DB3D76474A3CA42210A2D1CBED0F8883BF93DBF08710AC6E80A3,0,0,,,,,,no,
BAG20,36,BROKEN1,,2020,,no,,data/25Items.bif,0x0840001F,5772F5701854DB3D76474A3CA42210A2D1CBED0F8883BF93DBF08710AC6E80A3,0,0,,,,,,no,
BAG21,36,BROKEN1,,2020,,no,,data/25Items.bif,0x08400020,5772F5701854DB3D76474A3CA42210A2D1CBED0F8883BF93DBF08710AC6E80A3,0,0,,,,,,no,
BAG22,36,BROKEN1,,2020,,no,,data/25Items.bif,0x08400021,5772F5701854DB3D76474A3CA42210A2D1CBED0F8883BF93DBF08710AC6E80A3,0,0,,,,,,no,
BAG23,36,BROKEN1,,2020,,no,,data/25Items.bif,0x08400022,5772F5701854DB3D76474A3CA42210A2D1CBED0F8883BF93DBF08710AC6E80A3,0,0,,,,,,no,
BAG24,36,BROKEN1,,2020,,no,,data/25Items.bif,0x08400023,5772F5701854DB3D76474A3CA42210A2D1CBED0F8883BF93DBF08710AC6E80A3,0,0,,,,,,no,
BAG25,36,BROKEN1,,2020,,no,,data/25Items.bif,0x08400024,5772F5701854DB3D76474A3CA42210A2D1CBED0F8883BF93DBF08710AC6E80A3,0,0,,,,,,no,
BAG26,36,BROKEN1,,2020,,no,,data/25Items.bif,0x08400025,5772F5701854DB3D76474A3CA42210A2D1CBED0F8883BF93DBF08710AC6E80A3,0,0,,,,,,no,
BAG27,36,BROKEN1,,2020,,no,,data/25Items.bif,0x08400026,5772F5701854DB3D76474A3CA42210A2D1CBED0F8883BF93DBF08710AC6E80A3,0,0,,,,,,no,
BAG27A,36,BROKEN1,,0000,,no,,data/Patch2.bif,0x0BD0013D,23A8AE0721E40466DCC5A546527F0B2C81F7EC50F05AE4CB06D382F969CDC200,0,0,,,,,,no,
BAG28,36,BROKEN1,,2020,,no,,data/25Items.bif,0x08400027,5772F5701854DB3D76474A3CA42210A2D1CBED0F8883BF93DBF08710AC6E80A3,0,0,,,,,,no,
BAG29,36,BROKEN1,,2020,,no,,data/25Items.bif,0x08400028,5772F5701854DB3D76474A3CA42210A2D1CBED0F8883BF93DBF08710AC6E80A3,0,0,,,,,,no,
BAG30,36,BROKEN1,,2020,,no,,data/25Items.bif,0x08400029,5772F5701854DB3D76474A3CA42210A2D1CBED0F8883BF93DBF08710AC6E80A3,0,0,,,,,,no,
BAG31,36,BROKEN1,,2020,,no,,data/25Items.bif,0x0840002A,C36D53C2C25C01D6B6C0C5EB0877F1B29421319279F1EB7C80C90638C18991E3,0,0,,,,,,no,
BALOR,0,MISC,,2020,,no,,data/25Items.bif,0x0840002B,C7650E44DA8129DCCECEA56F780FE0A832D0DD5DA2228F93E0F20CCFE2E724B7,0,0,,,,,,no,
BARLFL,23,FLAIL,weapon,464C,FL,yes,,data/Items.bif,0x00100070,E4BF8EC796707B11BE4E8E256EA96EAFB0D829E5E081C01C181426FCC4A5480C,78,78,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315;0x6500;0x6510,WQLFL;WQMFL;WQNFL;WQSFL,WQLFL;WQMFL;WQNFL;WQSFL,,WQLFL;WQMFL;WQNFL;WQSFL,no,
BASIGAZE,0,MISC,,2020,,no,,data/Items.bif,0x00100071,0507974B14D82A556C045246995C929083A40F953FAB907FFD714B21B325CB6C,0,0,,,,,,no,
BASILG1,0,MISC,,2020,,no,,data/Items.bif,0x00100072,0079FBDAE8A09999A04A61DBE761294E9187291761063305405DBE1112DCE1F8,0,0,,,,,,no,
BASILG2,0,MISC,,2020,,no,,data/Items.bif,0x00100073,04B5E2B08A50E8C08CE3B4EEA93E6F79F2235D45312EE9A16724C3B0D14C6448,0,0,,,,,,no,
BASILG3,0,MISC,,2020,,no,,data/Items.bif,0x00100074,67538FFF7A23814CBF338A6EB5F2745FE13D8A6740FB5B32B47F7D6C525C3AA9,0,0,,,,,,no,
BASILL1,0,MISC,,2020,,no,,data/Items.bif,0x00100075,099D6C08D6D5DCE8C23B781F4618A04D876489B3173447934605F64704254776,0,0,,,,,,no,
BASILL2,0,MISC,,2020,,no,,data/Items.bif,0x00100076,3B20EC4BD9C4EA30EA105C3E3B09ACEBA866C4EEE7F5A5CE86850FEB58DF96A2,0,0,,,,,,no,
BAZPATRG,10,RING,,2020,,no,,data/25Items.bif,0x0840002C,40EC9B905CDA98AFD51D0F23FEFF7A18F09D4BE8E3552017A884B1A8FEAAE47F,0,0,,,,,,no,
BAZPLO01,0,MISC,,2020,,no,,data/25Items.bif,0x0840002D,21B73361D3D7E8FBA2D6E27E0377DC7E019E096742F3778CD1406E5B38C03AD0,0,0,,,,,,no,
BAZPLO02,0,MISC,,2020,,no,,data/25Items.bif,0x0840002E,FE3C048E9AD1E0A14B8807172695338461900B4421777F609C5A6A5EBC1C5A96,0,0,,,,,,no,
BAZPLO03,0,MISC,,2020,,no,,data/25Items.bif,0x0840002F,F4BCB36011B64D00C4E66F59CAAD4CE0FA8895DA9B864EED881DC4ED503160DF,0,0,,,,,,no,
BAZPLO04,9,POTION,,2020,,no,,data/25Items.bif,0x08400030,762E322814041B176F32B6B6E97806949470807E101A23BEBB07AEC1F4494AF3,0,0,,,,,,no,
BAZPLO05,0,MISC,,2020,,no,,data/25Items.bif,0x08400031,042FD44DCADFEF8AACD9305D447A7280CB61E212B9A6E3EDBC02E14EFBB2BF56,0,0,,,,,,no,
BAZPLO06,37,BROKEN2,,2020,,no,,data/25Items.bif,0x08400032,949E5241AC5E75E35DA1B498A6482FF3E8343FD5F7C9C80AAA5B70EC653609D9,0,0,,,,,,no,
BAZPLO07,9,POTION,,2020,,no,,data/25Items.bif,0x08400033,F7F47A55E9656B1DA2A92EDC75D48F7498074C45E66F5371B9EDAAFD99820C7A,0,0,,,,,,no,
BAZPLO08,0,MISC,,2020,,no,,data/25Items.bif,0x08400034,A6DFD04BDE1C6F895A3801B8DEC1C7BE28FE0C5A5E9502E6F8A92F2E94AAF75C,0,0,,,,,,no,
BDAMUL02,1,AMULET,,2020,,no,,data/Patch2.bif,0x0BD00141,4B3EAFAEB30553D5AEB5488EEAFC82FDEB7B09529EF283871D9231E0B4DC2BFD,0,0,,,,,,no,
BDAMUL26,1,AMULET,,2020,,no,,data/Patch2.bif,0x0BD00142,5E447D3E9CA25C132222FF0A3BB90F2B279608AB0740A7A56334E621E963B41D,0,0,,,,,,no,
BDBELT02,3,BELT,,2020,,no,,data/Patch2.bif,0x0BD00145,0CF9B07E35A1EAB4C9C4255544903E338FDFF84F2CB0FD30892AA88FDE13B7CB,0,0,,,,,,no,
BDBRD03,0,MISC,,2020,,no,,data/Patch2.bif,0x0BD00146,92484865F0A410D0C4D52E87ADAD1F801A172E2D3864984D2AFA750E1E7475BB,0,0,,,,,,no,
BDDART01,24,DART,weapon,2020,,no,,data/Patch2.bif,0x0BD00149,C50A89C8A9D8F6AE88230E51884268EE0C60A899F63F1FAD7FA4EC4557613888,0,0,,,,,,no,no-compatible-character-family;visual-animation-code-invalid
BDDUMPL,13,FOOD,,0000,,no,,data/Patch2.bif,0x0BD00150,2307380CD7BA3D630EA77E9A2C5651931A437BCF93B82065572A6B7EDB7B96B2,0,0,,,,,,no,
