owner_format,owner_resref,role,icon_resref
ITM,DAGG01,item-description,CDAGG01
ITM,DAGG06,item-description,CDAGG01
ITM,DAGG07,item-description,CDAGG01
ITM,DAGG08,item-description,CDAGG01
ITM,DAGGSHIT,item-description,CDAGG01
ITM,DAGG02,item-description,CDAGG02
ITM,DAGG03,item-description,CDAGG03
ITM,MISC75,item-description,CDAGG03
ITM,DAGG04,item-description,CDAGG04
ITM,DAGG09,item-description,CDAGG04
ITM,DAGG05,item-description,CDAGG05
ITM,MISC1B,item-description,CDAGG05
ITM,SW1H57,item-description,CDAGG05
ITM,DAGG10,item-description,CDAGG10
ITM,DAGG20,item-description,CDAGG10
ITM,DAGG24,item-description,CDAGG10
ITM,OHHPHREY,item-description,CDAGG10
ITM,DAGG11,item-description,CDAGG11
ITM,DAGG12,item-description,CDAGG12
ITM,OHHDAG01,item-description,CDAGG12
ITM,RAVAG02,item-description,CDAGG12
ITM,CDNEBDAG,item-description,CDAGG13
ITM,DAGG13,item-description,CDAGG13
ITM,NEBDAG,item-description,CDAGG13
ITM,DAGG14,item-description,CDAGG14
ITM,DAGG15,item-description,CDAGG15
ITM,DAGG16,item-description,CDAGG16
ITM,DAGG17,item-description,CDAGG17
ITM,DAGG18,item-description,CDAGG18
ITM,DAGG19,item-description,CDAGG19
ITM,DART01,item-description,CDART01
ITM,IDART01,item-description,CDART01
ITM,DART02,item-description,CDART02
ITM,OHDART50,item-description,CDART02
ITM,OHDART51,item-description,CDART02
ITM,DART03,item-description,CDART03
ITM,DARTMEL,item-description,CDART03
ITM,DART04,item-description,CDART04
ITM,STARDART,item-description,CDART04
ITM,DART05,item-description,CDART05
ITM,DART06,item-description,CDART06
ITM,DWBLUN01,item-description,CDBLUN01
ITM,FLOLTH,item-description,CDBLUN01
ITM,GORWOM4,item-description,CDBLUN01
ITM,SENDAI,item-description,CDBLUN01
ITM,DWBOLT01,item-description,CDBOLT01
ITM,DWBOLT02,item-description,CDBOLT02
ITM,DWBOLT03,item-description,CDBOLT03
ITM,DWCHAN01,item-description,CDCHAN01
ITM,DWCHAN02,item-description,CDCHAN02
ITM,DWCLCK01,item-description,CDCLCK01
ITM,MISC9W,item-description,CDCLCK01
ITM,DWDUST,item-description,CDDUST01
ITM,OHBCOM01,item-description,CDDUST01
ITM,OHBCOM10,item-description,CDDUST01
ITM,OHBCOM11,item-description,CDDUST01
ITM,OHRASH,item-description,CDDUST01
ITM,OHRSALT,item-description,CDDUST01
ITM,DWHALB01,item-description,CDHALB01
ITM,DWPLAT01,item-description,CDPLAT01
ITM,DWSHLD01,item-description,CDSHLD01
ITM,DWSPER01,item-description,CDSPER01
ITM,DWSW1H01,item-description,CDSW1H01
ITM,DWSW1H02,item-description,CDSW1H02
ITM,DWXBOW01,item-description,CDXBOW01
ITM,FAMCAT,item-description,CFAMCAT
ITM,FAMCAT25,item-description,CFAMCAT
ITM,FAMFER,item-description,CFAMFER
ITM,FAMFER25,item-description,CFAMFER
ITM,FAMDUS25,item-description,CFAMIMP
ITM,FAMDUST,item-description,CFAMIMP
ITM,FAMIMP,item-description,CFAMIMP
ITM,FAMIMP25,item-description,CFAMIMP
ITM,FAMQUA25,item-description,CFAMIMP
ITM,FAMQUAS,item-description,CFAMIMP
ITM,FAMFAI25,item-description,CFAMPSD
ITM,FAMFAIR,item-description,CFAMPSD
ITM,FAMPSD,item-description,CFAMPSD
ITM,FAMPSD25,item-description,CFAMPSD
ITM,FAMRAB,item-description,CFAMRAB
ITM,FAMRAB25,item-description,CFAMRAB
ITM,ENEBLADE,item-description,CGBER01
ITM,FIRESEED,item-description,CGBER01
ITM,GBERRY,item-description,CGBER01
ITM,HALB01,item-description,CHALB01
ITM,HALB02,item-description,CHALB02
ITM,PLYFLIND,item-description,CHALB02
ITM,HALB03,item-description,CHALB03
ITM,HALBSHA,item-description,CHALB03
ITM,HALB04,item-description,CHALB04
ITM,WA2HALB,item-description,CHALB04
ITM,HALB05,item-description,CHALB05
ITM,HALB06,item-description,CHALB06
ITM,HALB07,item-description,CHALB07
ITM,HALB10,item-description,CHALB07
ITM,HALB11,item-description,CHALB07
ITM,HALB12,item-description,CHALB07
ITM,HALB08,item-description,CHALB08
ITM,HALB09,item-description,CHALB09
ITM,HALB09A,item-description,CHALB09A
ITM,HALB09B,item-description,CHALB09B
ITM,HAMM01,item-description,CHAMM01
ITM,IHAMM01,item-description,CHAMM01
ITM,HAMM02,item-description,CHAMM02
ITM,HAMM03,item-description,CHAMM03
ITM,HAMM04,item-description,CHAMM03
ITM,HAMM05,item-description,CHAMM05
ITM,AEGIS,item-description,CHAMM06
ITM,AEGIS2,item-description,CHAMM06
ITM,HAMM06,item-description,CHAMM06
ITM,HAMM07,item-description,CHAMM07
ITM,HAMM09,item-description,CHAMM07
ITM,BDHAMM02,item-description,CHAMM08
ITM,HAMM08,item-description,CHAMM08
ITM,HAMM12,item-description,CHAMM08
ITM,DHELM01,item-description,CHELM01
ITM,ELFHELM,item-description,CHELM01
ITM,HELM01,item-description,CHELM01
ITM,IHELM01,item-description,CHELM01
ITM,MISC9P,item-description,CHELM01
ITM,MISCA6,item-description,CHELM01
ITM,HELMSKWA,item-description,CHELM03
ITM,COMPON05,item-description,CHELM04
ITM,HELM02,item-description,CHELM04
ITM,HELM33,item-description,CHELM04
ITM,WA2HELM,item-description,CHELM04
ITM,HELM13,item-description,CHELM05
ITM,IHELM10,item-description,CHELM05
ITM,HELM07,item-description,CHELM07
ITM,HELM14,item-description,CHELM07
ITM,HELM16,item-description,CHELM16
ITM,HELM17,item-description,CHELM17
ITM,HELM18,item-description,CHELM18
ITM,HELM19,item-description,CHELM18
ITM,HGSTONE,item-description,CHELM18
ITM,HGWARD01,item-description,CHELM18
ITM,HGWARD02,item-description,CHELM18
ITM,HGWARD03,item-description,CHELM18
ITM,HGWARD04,item-description,CHELM18
ITM,SENKEY02,item-description,CHELM18
ITM,HELM20,item-description,CHELM20
ITM,HELM34,item-description,CHELM20
ITM,HELM21,item-description,CHELM21
ITM,KEY01,item-description,CKEY01
ITM,OHBKEY02,item-description,CKEY01
ITM,OHRKEY01,item-description,CKEY01
ITM,KEY02,item-description,CKEY02
ITM,OHHKEY,item-description,CKEY02
ITM,OHRKEY02,item-description,CKEY02
ITM,KEY03,item-description,CKEY03
ITM,OHBKEY03,item-description,CKEY03
ITM,KEY04,item-description,CKEY04
ITM,KEY05,item-description,CKEY05
ITM,KEY06,item-description,CKEY06
ITM,KEY07,item-description,CKEY07
ITM,KEY28,item-description,CKEY07
ITM,OHBKEY05,item-description,CKEY07
ITM,OHHONKEY,item-description,CKEY07
ITM,SENKEY03,item-description,CKEY07
ITM,KEY08,item-description,CKEY08
ITM,KEY09,item-description,CKEY09
ITM,PLOT01O,item-description,CKEY09
ITM,KEY10,item-description,CKEY10
ITM,KEY27,item-description,CKEY10
ITM,SARKEY03,item-description,CKEY10
ITM,SENKEY01,item-description,CKEY10
ITM,KEY11,item-description,CKEY11
ITM,KEY25,item-description,CKEY11
ITM,KEY29,item-description,CKEY11
ITM,MISCAM,item-description,CKEY11
ITM,PLOT03K,item-description,CKEY11
ITM,SARKEY01,item-description,CKEY11
ITM,SARKEY02,item-description,CKEY11
ITM,KEY12,item-description,CKEY12
ITM,KEY13,item-description,CKEY13
ITM,OHNKEY03,item-description,CKEY13
ITM,KEY14,item-description,CKEY14
ITM,KEY15,item-description,CKEY15
ITM,KEY16,item-description,CKEY16
ITM,KEY17,item-description,CKEY17
ITM,KEY18,item-description,CKEY18
ITM,KEY19,item-description,CKEY19
ITM,KEY20,item-description,CKEY20
ITM,KEY21,item-description,CKEY21
ITM,KEY22,item-description,CKEY22
ITM,OHRKEY03,item-description,CKEY22
ITM,SARKEY04,item-description,CKEY22
ITM,KEY23,item-description,CKEY23
ITM,KEY24,item-description,CKEY24
ITM,OHNKEY02,item-description,CKEY24
ITM,KEY26,item-description,CKEY26
ITM,LEAT01,item-description,CLEAT01
ITM,VISLEAT1,item-description,CLEAT01
ITM,LEAT02,item-description,CLEAT02
ITM,TTLEAT,item-description,CLEAT02
ITM,LEAT03,item-description,CLEAT03
ITM,LEAT09,item-description,CLEAT03
ITM,ILEAT04,item-description,CLEAT04
ITM,LEAT04,item-description,CLEAT04
ITM,VISLEAT2,item-description,CLEAT04
ITM,LEAT05,item-description,CLEAT05
ITM,LEAT06,item-description,CLEAT07
ITM,LEAT07,item-description,CLEAT07
ITM,LEAT08,item-description,CLEAT07
ITM,LEAT24,item-description,CLEAT07
ITM,OHLEAT53,item-description,CLEAT07
ITM,DLEAT10,item-description,CLEAT10
ITM,LEAT10,item-description,CLEAT10
ITM,OHLEAT50,item-description,CLEAT10
ITM,OHLEAT51,item-description,CLEAT10
ITM,OHLEAT52,item-description,CLEAT10
ITM,LEAT11,item-description,CLEAT11
ITM,LEAT12,item-description,CLEAT12
ITM,LEAT13,item-description,CLEAT13
ITM,LEAT14,item-description,CLEAT14
ITM,LEAT15,item-description,CLEAT15
ITM,LEAT16,item-description,CLEAT16
ITM,LEAT17,item-description,CLEAT17
ITM,LEAT18,item-description,CLEAT18
ITM,LEAT19,item-description,CLEAT19
ITM,LEAT20,item-description,CLEAT20
ITM,LEAT21,item-description,CLEAT21
ITM,LEAT22,item-description,CLEAT22
ITM,BAG01,item-description,CMISC01
ITM,MISC01,item-description,CMISC01
ITM,TBAG01,item-description,CMISC01
ITM,TBAG01NA,item-description,CMISC01
ITM,MISC02,item-description,CMISC02
ITM,MISC03,item-description,CMISC03
ITM,MISC07,item-description,CMISC07
ITM,MISC12,item-description,CMISC12
ITM,MISC66,item-description,CMISC13
ITM,DMGEM1,item-description,CMISC16
ITM,MISC16,item-description,CMISC16
ITM,MISC17,item-description,CMISC16
ITM,MISC18,item-description,CMISC16
ITM,MISC1J,item-description,CMISC16
ITM,MISC20,item-description,CMISC16
ITM,MISC28,item-description,CMISC16
ITM,MISC33,item-description,CMISC16
ITM,MISC35,item-description,CMISC16
ITM,MISC36,item-description,CMISC16
ITM,MISC38,item-description,CMISC16
ITM,MISC39,item-description,CMISC16
ITM,MISC45,item-description,CMISC16
ITM,MISC6Z,item-description,CMISC16
ITM,MISC8W,item-description,CMISC16
ITM,MISC8X,item-description,CMISC16
ITM,MISC8Y,item-description,CMISC16
ITM,MISCA1,item-description,CMISC16
ITM,TTGEM01,item-description,CMISC16
ITM,TTGEM02,item-description,CMISC16
ITM,MISC19,item-description,CMISC19
ITM,MISC27,item-description,CMISC19
ITM,MISC40,item-description,CMISC19
ITM,MISC43,item-description,CMISC19
ITM,MISC1G,item-description,CMISC1G
ITM,MISC1H,item-description,CMISC1H
ITM,MISC1I,item-description,CMISC1I
ITM,AMSOUL01,item-description,CMISC21
ITM,MISC21,item-description,CMISC21
ITM,MISC26,item-description,CMISC21
ITM,MISC30,item-description,CMISC21
ITM,MISC41,item-description,CMISC21
ITM,MISC44,item-description,CMISC21
ITM,TTTREAS,item-description,CMISC21
ITM,MISC22,item-description,CMISC22
ITM,MISC23,item-description,CMISC22
ITM,MISC25,item-description,CMISC22
ITM,MISC29,item-description,CMISC22
ITM,MISC31,item-description,CMISC22
ITM,MISC34,item-description,CMISC22
ITM,MISC37,item-description,CMISC22
ITM,MISC42,item-description,CMISC22
ITM,MISC24,item-description,CMISC24
ITM,MISC2A,item-description,CMISC2A
ITM,MISC2B,item-description,CMISC2B
ITM,MISC2C,item-description,CMISC2C
ITM,MISC2D,item-description,CMISC2C
ITM,MISC2E,item-description,CMISC2C
ITM,MISC2F,item-description,CMISC2F
ITM,MISC2G,item-description,CMISC2G
ITM,MISC2I,item-description,CMISC2I
ITM,MISC2J,item-description,CMISC2J
ITM,MISCBF,item-description,CMISC2J
ITM,MISCBT,item-description,CMISC2J
ITM,MISC2K,item-description,CMISC2K
ITM,MISC2L,item-description,CMISC2L
ITM,MISC2M,item-description,CMISC2M
ITM,OHBKEY01,item-description,CMISC2M
ITM,MISC2N,item-description,CMISC2N
ITM,MISC2P,item-description,CMISC2P
ITM,MISC3A,item-description,CMISC3A
ITM,MISC3A1,item-description,CMISC3A
ITM,MISC3A2,item-description,CMISC3A
ITM,MISC3A3,item-description,CMISC3A
ITM,MISC3A4,item-description,CMISC3A
ITM,MISC3A5,item-description,CMISC3A
ITM,MISC3A6,item-description,CMISC3A
ITM,MISC3A7,item-description,CMISC3A
ITM,MISC3A8,item-description,CMISC3A
ITM,MISC3A9,item-description,CMISC3A
ITM,MISC3AA,item-description,CMISC3A
ITM,MISC3C,item-description,CMISC3C
ITM,MISC3D,item-description,CMISC3D
ITM,MISC3E,item-description,CMISC3E
ITM,MISC3F,item-description,CMISC3F
ITM,MISC3H,item-description,CMISC3H
ITM,MISC3I,item-description,CMISC3I
ITM,MISC3J,item-description,CMISC3J
ITM,MISC3K,item-description,CMISC3K
ITM,MISC3L,item-description,CMISC3L
ITM,MISC3M,item-description,CMISC3M
ITM,WA2HARP,item-description,CMISC3M
ITM,MISC3N,item-description,CMISC3N
ITM,MISC3O,item-description,CMISC3O
ITM,MISC3P,item-description,CMISC3P
ITM,MISC47,item-description,CMISC47
ITM,MISC48,item-description,CMISC48
ITM,MISC49,item-description,CMISC49
ITM,MISC7A,item-description,CMISC49
ITM,MISC7B,item-description,CMISC49
ITM,MISC4A,item-description,CMISC4A
ITM,MISC4B,item-description,CMISC4B
ITM,MISC4C,item-description,CMISC4C
ITM,MISC4D,item-description,CMISC4D
ITM,MISC4E,item-description,CMISC4E
ITM,MISC4F,item-description,CMISC4F
ITM,MISC4G,item-description,CMISC4G
ITM,MISC4H,item-description,CMISC4H
ITM,MISC4I,item-description,CMISC4I
ITM,MISC4J,item-description,CMISC4J
ITM,MISC4K,item-description,CMISC4K
ITM,MISC4L,item-description,CMISC4L
ITM,MISC4M,item-description,CMISC4M
ITM,MISC4N,item-description,CMISC4N
ITM,MISCBH,item-description,CMISC4N
ITM,MISC4P,item-description,CMISC4P
ITM,PLOT17A,item-description,CMISC4P
ITM,PLOT17B,item-description,CMISC4P
ITM,MISC4Q,item-description,CMISC4Q
ITM,MISC4R,item-description,CMISC4R
ITM,MISC4O,item-description,CMISC4S
ITM,MISC4S,item-description,CMISC4S
ITM,MISC4T,item-description,CMISC4T
ITM,MISC4U,item-description,CMISC4U
ITM,OHBDAGG1,item-description,CMISC4U
ITM,MISC4V,item-description,CMISC4V
ITM,OHBCOM08,item-description,CMISC4V
ITM,MISC4W,item-description,CMISC4W
ITM,MISC4X,item-description,CMISC4X
ITM,BDAMUL26,item-description,CMISC4Y
ITM,MISC4Y,item-description,CMISC4Y
ITM,MISC4Z,item-description,CMISC4Z
ITM,BOLT07,item-description,CMISC50
ITM,COMPON06,item-description,CMISC50
ITM,FRAGSAP,item-description,CMISC50
ITM,MISC50,item-description,CMISC50
ITM,MISC77,item-description,CMISC50
ITM,MISC81,item-description,CMISC50
ITM,MISCAJ,item-description,CMISC50
ITM,MISCAX,item-description,CMISC50
ITM,PLOT05D,item-description,CMISC50
ITM,PROX01,item-description,CMISC50
ITM,SARSKEL,item-description,CMISC50
ITM,SARSKUL,item-description,CMISC50
ITM,SECRET03,item-description,CMISC50
ITM,MISC2O,item-description,CMISC51
ITM,MISC51,item-description,CMISC51
ITM,MISC52,item-description,CMISC52
ITM,MISC53,item-description,CMISC53
ITM,OHBPTN11,item-description,CMISC53
ITM,MISC54,item-description,CMISC54
ITM,MISC67,item-description,CMISC54
ITM,MISC68,item-description,CMISC54
ITM,MISC56,item-description,CMISC56
ITM,MISC57,item-description,CMISC57
ITM,MISC58,item-description,CMISC58
ITM,MISC82,item-description,CMISC58
ITM,MISC59,item-description,CMISC59
ITM,MISC5A,item-description,CMISC5A
ITM,MISC5B,item-description,CMISC5B
ITM,MISC5C,item-description,CMISC5C
ITM,MISC5Z,item-description,CMISC5C
ITM,MISC5D,item-description,CMISC5D
ITM,MISC5E,item-description,CMISC5E
ITM,MISC5F,item-description,CMISC5F
ITM,MISC5H,item-description,CMISC5H
ITM,MISC5I,item-description,CMISC5I
ITM,MISC5J,item-description,CMISC5J
ITM,PLOT18A,item-description,CMISC5J
ITM,COMPON08,item-description,CMISC5K
ITM,MISC5K,item-description,CMISC5K
ITM,MISC5L,item-description,CMISC5L
ITM,MISC5M,item-description,CMISC5M
ITM,MISC5N,item-description,CMISC5N
ITM,MISC5O,item-description,CMISC5O
ITM,MISC5P,item-description,CMISC5P
ITM,OHRNOT02,item-description,CMISC5P
ITM,PLOT16B,item-description,CMISC5P
ITM,MISC5Q,item-description,CMISC5Q
ITM,MISC5R,item-description,CMISC5R
ITM,COMPON07,item-description,CMISC5S
ITM,MISC5S,item-description,CMISC5S
ITM,MISC5T,item-description,CMISC5T
ITM,MISC5U,item-description,CMISC5U
ITM,MISC5V,item-description,CMISC5V
ITM,MISC5W,item-description,CMISC5W
ITM,MISC5X,item-description,CMISC5X
ITM,MISC5Y,item-description,CMISC5Y
ITM,MISC60,item-description,CMISC60
ITM,MISC1A,item-description,CMISC61
ITM,MISC61,item-description,CMISC61
ITM,OHBPTN08,item-description,CMISC61
ITM,MISC62,item-description,CMISC62
ITM,MISC63,item-description,CMISC63
ITM,OHBCOM02,item-description,CMISC63
ITM,MISC64,item-description,CMISC64
ITM,MISC32,item-description,CMISC69
ITM,MISC69,item-description,CMISC69
ITM,MISC6A,item-description,CMISC6A
ITM,MISC6B,item-description,CMISC6B
ITM,MISC6C,item-description,CMISC6C
ITM,MISC6D,item-description,CMISC6D
ITM,OHBCOM09,item-description,CMISC6D
ITM,MISC6E,item-description,CMISC6E
ITM,MISC6F,item-description,CMISC6F
ITM,OHRPAMPH,item-description,CMISC6F
ITM,SCRLAG,item-description,CMISC6F
ITM,MISC6G,item-description,CMISC6G
ITM,MISC6H,item-description,CMISC6H
ITM,MISC6I,item-description,CMISC6I
ITM,MISC6J,item-description,CMISC6J
ITM,MISC6K,item-description,CMISC6K
ITM,MISC6L,item-description,CMISC6L
ITM,MISC6M,item-description,CMISC6M
ITM,PLAT02J,item-description,CMISC6M
ITM,PLOT02I,item-description,CMISC6M
ITM,PLOT02J,item-description,CMISC6M
ITM,MISC6N,item-description,CMISC6N
ITM,MISC9R,item-description,CMISC6N
ITM,MISC6O,item-description,CMISC6O
ITM,OHRSCRL1,item-description,CMISC6O
ITM,MISC6P,item-description,CMISC6P
ITM,MISC6Q,item-description,CMISC6Q
ITM,MISC6R,item-description,CMISC6R
ITM,OHRNOT03,item-description,CMISC6R
ITM,MISC6S,item-description,CMISC6S
ITM,MISC6T,item-description,CMISC6T
ITM,MISC6U,item-description,CMISC6U
ITM,PLOT01A,item-description,CMISC6U
ITM,MISC6V,item-description,CMISC6V
ITM,MISC6W,item-description,CMISC6W
ITM,MISC6X,item-description,CMISC6X
ITM,MISC6Y,item-description,CMISC6Y
ITM,MISC70,item-description,CMISC70
ITM,COMPON04,item-description,CMISC72
ITM,MISC72,item-description,CMISC72
ITM,MISC73,item-description,CMISC73
ITM,MISC74,item-description,CMISC74
ITM,MISC79,item-description,CMISC79
ITM,MISC7C,item-description,CMISC7C
ITM,OHRNOT01,item-description,CMISC7C
ITM,MISC7D,item-description,CMISC7D
ITM,MISC7E,item-description,CMISC7E
ITM,MISCAU,item-description,CMISC7E
ITM,OHNCASK,item-description,CMISC7E
ITM,MISC7F,item-description,CMISC7F
ITM,MISC7G,item-description,CMISC7G
ITM,MISC7H,item-description,CMISC7H
ITM,OHBBOOK3,item-description,CMISC7H
ITM,MISC7K,item-description,CMISC7K
ITM,MISC7L,item-description,CMISC7L
ITM,MISC7M,item-description,CMISC7M
ITM,PLOT16A,item-description,CMISC7M
ITM,MISC7O,item-description,CMISC7O
ITM,MISC7P,item-description,CMISC7P
ITM,PLOT04E,item-description,CMISC7P
ITM,MISC7Q,item-description,CMISC7Q
ITM,MISC7R,item-description,CMISC7R
ITM,MISC7S,item-description,CMISC7S
ITM,MISC7T,item-description,CMISC7T
ITM,MISC7U,item-description,CMISC7U
ITM,MISC7V,item-description,CMISC7V
ITM,MISC7X,item-description,CMISC7X
ITM,MISC7Y,item-description,CMISC7Y
ITM,MISC9X,item-description,CMISC7Y
ITM,MISC7Z,item-description,CMISC7Z
ITM,OHBCOM04,item-description,CMISC7Z
ITM,MISC13,item-description,CMISC80
ITM,MISC1E,item-description,CMISC80
ITM,MISC55,item-description,CMISC80
ITM,MISC65,item-description,CMISC80
ITM,MISC80,item-description,CMISC80
ITM,MISC90,item-description,CMISC80
ITM,MISC83,item-description,CMISC83
ITM,TTKEY01,item-description,CMISC83
ITM,MISC84,item-description,CMISC84
ITM,MISC04,item-description,CMISC85
ITM,MISC85,item-description,CMISC85
ITM,MISC86,item-description,CMISC86
ITM,MISC87,item-description,CMISC87
ITM,MISC88,item-description,CMISC88
ITM,LUM1,item-description,CMISC8A
ITM,LUM2,item-description,CMISC8A
ITM,LUM3,item-description,CMISC8A
ITM,LUM4,item-description,CMISC8A
ITM,LUM5,item-description,CMISC8A
ITM,LUM6,item-description,CMISC8A
ITM,LUM7,item-description,CMISC8A
ITM,LUM8,item-description,CMISC8A
ITM,LUM9,item-description,CMISC8A
ITM,MISC8A,item-description,CMISC8A
ITM,MISCCC,item-description,CMISC8A
ITM,PLOT01M,item-description,CMISC8A
ITM,PLOT01N,item-description,CMISC8A
ITM,MISC8B,item-description,CMISC8B
ITM,MISC8C,item-description,CMISC8C
ITM,PLOT03F,item-description,CMISC8C
ITM,PLOT03G,item-description,CMISC8C
ITM,PLOT03H,item-description,CMISC8C
ITM,PLOT03I,item-description,CMISC8C
ITM,MISC8D,item-description,CMISC8D
ITM,MISC8E,item-description,CMISC8E
ITM,MISC8F,item-description,CMISC8F
ITM,PLOT02G,item-description,CMISC8F
ITM,COMPON09,item-description,CMISC8G
ITM,MISC8G,item-description,CMISC8G
ITM,MISC8H,item-description,CMISC8H
ITM,MISCA7,item-description,CMISC8H
ITM,MISCBV,item-description,CMISC8H
ITM,MISC8I,item-description,CMISC8I
ITM,MISC8J,item-description,CMISC8J
ITM,MISC8K,item-description,CMISC8K
ITM,MISC8L,item-description,CMISC8L
ITM,MISC8M,item-description,CMISC8M
ITM,MISC8N,item-description,CMISC8N
ITM,OHBBOOK4,item-description,CMISC8N
ITM,OHBBOOK5,item-description,CMISC8N
ITM,OHBBOOK6,item-description,CMISC8N
ITM,MISC8O,item-description,CMISC8O
ITM,OHBRING1,item-description,CMISC8O
ITM,BAZPLO06,item-description,CMISC8P
ITM,MISC8P,item-description,CMISC8P
ITM,MISC8Q,item-description,CMISC8Q
ITM,MISC8R,item-description,CMISC8R
ITM,MISC8S,item-description,CMISC8S
ITM,MISC8U,item-description,CMISC8U
ITM,MISC8V,item-description,CMISC8V
ITM,MISC8Z,item-description,CMISC8Z
ITM,OHBCOM12,item-description,CMISC8Z
ITM,MISC91,item-description,CMISC91
ITM,MISC92,item-description,CMISC92
ITM,C6LENS,item-description,CMISC93
ITM,C6LENS1,item-description,CMISC93
ITM,C6LENS2,item-description,CMISC93
ITM,C6LENS3,item-description,CMISC93
ITM,EDWINKEY,item-description,CMISC93
ITM,MISC93,item-description,CMISC93
ITM,MISC94,item-description,CMISC94
ITM,MISC95,item-description,CMISC95
ITM,AERIEBAB,item-description,CMISC96
ITM,MISC8T,item-description,CMISC96
ITM,MISC96,item-description,CMISC96
ITM,MISC97,item-description,CMISC97
ITM,MISCAT,item-description,CMISC97
ITM,OHBPTN04,item-description,CMISC97
ITM,OHRGROG,item-description,CMISC97
ITM,MISC98,item-description,CMISC98
ITM,MISC9A,item-description,CMISC9A
ITM,MISC9B,item-description,CMISC9B
ITM,MISC9C,item-description,CMISC9C
ITM,PLOT01G,item-description,CMISC9C
ITM,MISC9D,item-description,CMISC9D
ITM,MISC9E,item-description,CMISC9E
ITM,MISC9F,item-description,CMISC9F
ITM,MISC9G,item-description,CMISC9G
ITM,MISC9H,item-description,CMISC9H
ITM,MISC9I,item-description,CMISC9I
ITM,MISC9J,item-description,CMISC9J
ITM,MISC9K,item-description,CMISC9K
ITM,MISC9L,item-description,CMISC9L
ITM,OHBSCRL,item-description,CMISC9L
ITM,OHBSCRL2,item-description,CMISC9L
ITM,OHBSCRL3,item-description,CMISC9L
